Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
TP53_GOF	PPARGC1B	VILL	0.203	0.323	-0.120	0.001
TP53_GOF	PPAT	TMX2	0.243	0.347	-0.103	0.001
TP53_GOF	PPIAL4A	TEAD3	0.128	0.271	-0.142	0.000
TP53_GOF	PPIAL4G	RFPL4AL1	0.266	0.367	-0.101	0.000
TP53_GOF	PPIE	THOC5	0.173	0.290	-0.117	0.000
TP53_GOF	PPIE	ZC3H4	0.205	0.319	-0.113	0.000
TP53_GOF	PPIH	TAF5L	0.138	0.273	-0.135	0.000
TP53_GOF	PPIL2	TEAD3	0.148	0.260	-0.112	0.001
TP53_GOF	PPIL2	TRPV1	0.188	0.302	-0.114	0.000
TP53_GOF	PPIL2	VAC14	0.153	0.258	-0.106	0.000
TP53_GOF	PPIL2	ZNF648	0.183	0.302	-0.120	0.000
TP53_GOF	PPIL4	RBM22	0.189	0.309	-0.120	0.000
TP53_GOF	PPL	RTKN2	0.146	0.258	-0.112	0.000
TP53_GOF	PPM1B	SENP7	0.156	0.257	-0.101	0.000
TP53_GOF	PPM1B	TTC24	0.211	0.313	-0.102	0.002
TP53_GOF	PPM1B	WDYHV1	0.192	0.306	-0.114	0.000
TP53_GOF	PPM1H	PPP4R3A	0.187	0.289	-0.103	0.001
TP53_GOF	PPM1H	WDR41	0.190	0.292	-0.102	0.000
TP53_GOF	PPM1J	STRN4	0.124	0.273	-0.149	0.000
TP53_GOF	PPM1M	RNF34	0.099	0.252	-0.153	0.002
TP53_GOF	PPOX	TFB1M	0.248	0.144	0.104	0.002
TP53_GOF	PPP1CB	TP53RK	0.184	0.309	-0.125	0.000
TP53_GOF	PPP1R16A	RND3	0.148	0.251	-0.103	0.001
TP53_GOF	PPP1R1C	PRPH	0.153	0.269	-0.116	0.000
TP53_GOF	PPP1R2	RRP15	0.289	0.188	0.101	0.002
TP53_GOF	PPP1R27	ZNF257	0.248	0.141	0.107	0.001
TP53_GOF	PPP1R36	STEAP1B	0.219	0.322	-0.103	0.000
TP53_GOF	PPP1R36	TOX4	0.148	0.270	-0.121	0.001
TP53_GOF	PPP1R3E	RNF34	0.290	0.169	0.121	0.000
TP53_GOF	PPP1R3G	SLC16A4	0.249	0.133	0.116	0.000
TP53_GOF	PPP1R3G	THOC1	0.323	0.209	0.114	0.000
TP53_GOF	PPP1R3G	UTS2B	0.249	0.129	0.121	0.000
TP53_GOF	PPP1R7	RPS6	0.173	0.284	-0.111	0.000
TP53_GOF	PPP2R2A	TFAP2A	0.197	0.302	-0.106	0.002
TP53_GOF	PPP2R2A	ZNF699	0.214	0.314	-0.100	0.001
TP53_GOF	PPP2R5B	TP53INP1	0.139	0.253	-0.115	0.001
TP53_GOF	PPP2R5E	RAB3GAP2	0.142	0.255	-0.113	0.001
TP53_GOF	PPP4C	SSU72	0.250	0.131	0.119	0.000
TP53_GOF	PPP4R3A	THEM6	0.290	0.402	-0.112	0.002
TP53_GOF	PPP4R3B	TM2D3	0.104	0.253	-0.149	0.001
TP53_GOF	PPP5C	PRRG2	0.140	0.253	-0.113	0.000
TP53_GOF	PPP5C	SLC8A2	0.161	0.268	-0.107	0.000
TP53_GOF	PPP5C	UGT1A6	0.200	0.307	-0.107	0.002
TP53_GOF	PPWD1	ZC3H4	0.171	0.309	-0.138	0.000
TP53_GOF	PRAC1	TAGAP	0.143	0.249	-0.107	0.000
TP53_GOF	PRAC1	XIAP	0.136	0.278	-0.142	0.000
TP53_GOF	PRAF2	WDR13	0.168	0.316	-0.148	0.000
TP53_GOF	PRAG1	SNX4	0.148	0.248	-0.100	0.001
TP53_GOF	PRAMEF14	ZNF99	0.178	0.293	-0.115	0.000
TP53_GOF	PRAMEF2	ZNF99	0.229	0.362	-0.133	0.000
TP53_GOF	PRB1	PRELID1	0.308	0.408	-0.100	0.000
TP53_GOF	PRB1	SACM1L	0.181	0.284	-0.103	0.002
TP53_GOF	PRB1	ZNF207	0.223	0.331	-0.108	0.000
TP53_GOF	PRB1	ZNF836	0.258	0.362	-0.104	0.001
TP53_GOF	PRC1	ZNF169	0.303	0.199	0.104	0.001
TP53_GOF	PRCD	ZC3HAV1L	0.108	0.300	-0.191	0.001
TP53_GOF	PRDM10	UGT2B7	0.175	0.276	-0.101	0.001
TP53_GOF	PRDM14	SYT11	0.143	0.256	-0.113	0.002
TP53_GOF	PRDM6	STK17A	0.143	0.262	-0.119	0.001
TP53_GOF	PRDX4	UBQLN2	0.147	0.252	-0.106	0.002
TP53_GOF	PRDX4	ZFPL1	0.169	0.275	-0.106	0.000
TP53_GOF	PRDX6	UQCRC1	0.139	0.256	-0.117	0.002
TP53_GOF	PREB	ZNF365	0.114	0.258	-0.144	0.001
TP53_GOF	PRG3	STXBP1	0.262	0.362	-0.100	0.001
TP53_GOF	PRG3	TCTN1	0.297	0.411	-0.114	0.000
TP53_GOF	PRG3	ZNF396	0.299	0.403	-0.104	0.000
TP53_GOF	PRH2	SH3RF2	0.356	0.234	0.122	0.000
TP53_GOF	PRH2	TLCD5	0.281	0.166	0.115	0.001
TP53_GOF	PRH2	TLR4	0.153	0.267	-0.115	0.001
TP53_GOF	PRICKLE3	TSPAN4	0.134	0.251	-0.116	0.001
TP53_GOF	PRKAB2	RHOQ	0.179	0.301	-0.122	0.002
TP53_GOF	PRKAB2	RNPC3	0.175	0.280	-0.105	0.002
TP53_GOF	PRKAR1B	UCKL1	0.121	0.260	-0.139	0.000
TP53_GOF	PRKCB	STEAP2	0.155	0.291	-0.136	0.001
TP53_GOF	PRKCB	TMEM186	0.186	0.291	-0.106	0.002
TP53_GOF	PRKCE	RIC8A	0.233	0.336	-0.104	0.000
TP53_GOF	PRKCH	PTPN3	0.111	0.284	-0.173	0.000
TP53_GOF	PRKCSH	TNNT2	0.123	0.252	-0.129	0.000
TP53_GOF	PRKG1	ZNF805	0.162	0.268	-0.106	0.001
TP53_GOF	PRM1	TMOD2	0.164	0.288	-0.124	0.000
TP53_GOF	PRM2	ZNF319	0.141	0.274	-0.134	0.000
TP53_GOF	PRMT1	RPTOR	0.292	0.188	0.104	0.001
TP53_GOF	PROB1	TMEM14C	0.284	0.171	0.113	0.001
TP53_GOF	PROSER1	RASSF2	0.144	0.251	-0.107	0.002
TP53_GOF	PROSER1	RBCK1	0.175	0.309	-0.134	0.002
TP53_GOF	PRPF18	SLC26A8	0.144	0.282	-0.138	0.000
TP53_GOF	PRPF3	SPINK7	0.117	0.269	-0.152	0.000
TP53_GOF	PRPF40A	ZFP69B	0.140	0.253	-0.113	0.001
TP53_GOF	PRPF4B	STX6	0.163	0.270	-0.107	0.002
TP53_GOF	PRR23B	ZNF99	0.132	0.252	-0.120	0.000
TP53_GOF	PRR23C	VMP1	0.136	0.259	-0.123	0.000
TP53_GOF	PRRC1	RBM14	0.256	0.139	0.116	0.000
TP53_GOF	PRRC2A	SERPINB5	0.160	0.268	-0.108	0.000
TP53_GOF	PRRC2A	TUSC2	0.199	0.308	-0.109	0.001
TP53_GOF	PRRC2A	ZNF785	0.230	0.339	-0.110	0.001
TP53_GOF	PRRT1	TBXA2R	0.075	0.260	-0.185	0.000
TP53_GOF	PRRT2	SLC27A2	0.163	0.311	-0.148	0.001
TP53_GOF	PRRT2	TRIM9	0.141	0.260	-0.119	0.001
TP53_GOF	PRRX1	UNC119B	0.164	0.265	-0.102	0.002
TP53_GOF	PRSS3	RAMP2	0.138	0.250	-0.112	0.000
TP53_GOF	PRSS37	RPS7	0.148	0.257	-0.109	0.000
TP53_GOF	PRSS50	PSMA6	0.192	0.307	-0.114	0.000
TP53_GOF	PRSS50	TMEM267	0.150	0.263	-0.113	0.002
TP53_GOF	PRSS50	ZNF490	0.293	0.403	-0.110	0.001
TP53_GOF	PRX	RNF139	0.140	0.266	-0.125	0.000
TP53_GOF	PRX	UHRF1BP1	0.157	0.282	-0.126	0.001
TP53_GOF	PRXL2C	RELL2	0.197	0.301	-0.103	0.002
TP53_GOF	PRXL2C	RPUSD2	0.166	0.277	-0.111	0.000
TP53_GOF	PRXL2C	SWSAP1	0.127	0.273	-0.146	0.001
TP53_GOF	PRXL2C	TMEM254	0.271	0.373	-0.102	0.001
TP53_GOF	PSAT1	RPL5	0.206	0.315	-0.109	0.002
TP53_GOF	PSD2	SH3BGR	0.158	0.263	-0.106	0.002
TP53_GOF	PSG1	ZNF227	0.345	0.234	0.111	0.002
TP53_GOF	PSG11	RESP18	0.203	0.302	-0.100	0.000
TP53_GOF	PSG3	ZNF730	0.161	0.264	-0.103	0.000
TP53_GOF	PSIP1	SENP6	0.138	0.258	-0.120	0.000
TP53_GOF	PSKH2	THOC5	0.146	0.264	-0.118	0.001
TP53_GOF	PSKH2	TUBGCP4	0.281	0.384	-0.103	0.000
TP53_GOF	PSMA2	SH3RF2	0.288	0.176	0.112	0.000
TP53_GOF	PSMA2	SMOX	0.202	0.309	-0.107	0.001
TP53_GOF	PSMA2	ZNF490	0.193	0.295	-0.102	0.001
TP53_GOF	PSMA3	RABGGTB	0.194	0.294	-0.100	0.002
TP53_GOF	PSMA3	SLU7	0.158	0.269	-0.111	0.002
TP53_GOF	PSMA3	TIGD1	0.279	0.383	-0.104	0.002
TP53_GOF	PSMA3	ZNF577	0.150	0.254	-0.105	0.001
TP53_GOF	PSMA4	STXBP1	0.261	0.368	-0.107	0.001
TP53_GOF	PSMA6	RASGRP2	0.152	0.269	-0.117	0.000
TP53_GOF	PSMA6	RND1	0.172	0.286	-0.115	0.002
TP53_GOF	PSMA6	RPL18	0.233	0.342	-0.110	0.001
TP53_GOF	PSMA6	VPS35L	0.185	0.296	-0.110	0.000
TP53_GOF	PSMA7	RSL24D1	0.144	0.264	-0.120	0.002
TP53_GOF	PSMB11	SLC16A2	0.137	0.272	-0.135	0.000
TP53_GOF	PSMB2	SLX4	0.117	0.266	-0.149	0.000
TP53_GOF	PSMB2	SMOX	0.192	0.304	-0.112	0.000
TP53_GOF	PSMB2	STXBP1	0.188	0.306	-0.118	0.001
TP53_GOF	PSMB2	VSX2	0.162	0.300	-0.138	0.000
TP53_GOF	PSMB6	RAB11A	0.256	0.149	0.108	0.000
TP53_GOF	PSMB8	SLC6A8	0.162	0.272	-0.110	0.001
TP53_GOF	PSMB9	PYHIN1	0.111	0.276	-0.166	0.001
TP53_GOF	PSMC1	TICRR	0.211	0.324	-0.113	0.001
TP53_GOF	PSMC4	ZNF736	0.149	0.249	-0.100	0.001
TP53_GOF	PSMD1	ZNF202	0.097	0.265	-0.168	0.000
TP53_GOF	PSMD13	SCN1A	0.180	0.280	-0.100	0.001
TP53_GOF	PSMD13	TMTC1	0.119	0.249	-0.130	0.001
TP53_GOF	PSMD14	SH3RF2	0.275	0.168	0.107	0.000
TP53_GOF	PSMD2	SUPT6H	0.142	0.254	-0.112	0.002
TP53_GOF	PSMD4	RBM18	0.152	0.290	-0.138	0.000
TP53_GOF	PSMD4	RPL10L	0.169	0.277	-0.108	0.000
TP53_GOF	PSMD7	RSL24D1	0.268	0.370	-0.102	0.001
TP53_GOF	PSMD8	SLC35D2	0.239	0.354	-0.115	0.000
TP53_GOF	PSMD8	TLR4	0.143	0.267	-0.124	0.000
TP53_GOF	PSMD8	UPF1	0.318	0.429	-0.110	0.000
TP53_GOF	PSME1	ZNF169	0.270	0.155	0.115	0.000
TP53_GOF	PSMG3	YWHAB	0.166	0.272	-0.105	0.000
TP53_GOF	PSORS1C2	ZNF689	0.132	0.248	-0.116	0.000
TP53_GOF	PSPC1	TMEM185B	0.236	0.356	-0.120	0.001
TP53_GOF	PSPH	RAP2C	0.161	0.268	-0.107	0.000
TP53_GOF	PSPH	S100A12	0.264	0.162	0.102	0.001
TP53_GOF	PSPH	TMCO1	0.276	0.384	-0.108	0.000
TP53_GOF	PSPN	RRAGD	0.183	0.292	-0.109	0.001
TP53_GOF	PSPN	SLCO1C1	0.157	0.285	-0.127	0.000
TP53_GOF	PSPN	SNX4	0.124	0.249	-0.125	0.000
TP53_GOF	PSPN	SPAG17	0.156	0.279	-0.124	0.000
TP53_GOF	PSPN	USP39	0.121	0.250	-0.129	0.000
TP53_GOF	PSRC1	SLAMF7	0.161	0.289	-0.128	0.000
TP53_GOF	PTBP3	RAP2B	0.130	0.257	-0.127	0.000
TP53_GOF	PTCD1	TNP2	0.149	0.248	-0.100	0.000
TP53_GOF	PTCD2	TMEM207	0.254	0.148	0.106	0.000
TP53_GOF	PTGDR	VSX2	0.168	0.304	-0.135	0.000
TP53_GOF	PTGES2	SLC2A12	0.126	0.252	-0.126	0.001
TP53_GOF	PTGES2	ZMAT2	0.165	0.286	-0.122	0.000
TP53_GOF	PTGES3	SERPIND1	0.169	0.282	-0.113	0.000
TP53_GOF	PTGES3	TMSB15B	0.200	0.310	-0.110	0.000
TP53_GOF	PTGES3	TYMP	0.153	0.264	-0.111	0.000
TP53_GOF	PTGES3	ZNF2	0.153	0.259	-0.106	0.000
TP53_GOF	PTGES3	ZNF221	0.193	0.300	-0.107	0.001
TP53_GOF	PTGFR	RXFP1	0.159	0.285	-0.125	0.000
TP53_GOF	PTGFR	SCN3A	0.177	0.276	-0.100	0.002
TP53_GOF	PTGFR	TRPC6	0.149	0.257	-0.108	0.000
TP53_GOF	PTGR1	ZNF462	0.178	0.279	-0.101	0.001
TP53_GOF	PTH2R	ZSWIM5	0.136	0.258	-0.122	0.000
TP53_GOF	PTMA	TNFRSF10B	0.153	0.262	-0.109	0.001
TP53_GOF	PTN	SPAG17	0.188	0.293	-0.105	0.001
TP53_GOF	PTN	SPDYE1	0.179	0.290	-0.111	0.000
TP53_GOF	PTPDC1	TMEM169	0.141	0.274	-0.133	0.000
TP53_GOF	PTPN14	SEC24A	0.150	0.258	-0.107	0.001
TP53_GOF	PTPRC	TAS2R42	0.188	0.303	-0.115	0.000
TP53_GOF	PTPRC	TAS2R46	0.248	0.368	-0.120	0.001
TP53_GOF	PTPRC	VNN1	0.147	0.256	-0.108	0.000
TP53_GOF	PTPRK	STXBP1	0.152	0.257	-0.105	0.001
TP53_GOF	PTPRM	SH3YL1	0.187	0.311	-0.125	0.002
TP53_GOF	PTPRT	RRAGB	0.157	0.265	-0.108	0.000
TP53_GOF	PTPRT	SUCLG2	0.092	0.251	-0.159	0.002
TP53_GOF	PTPRT	TCTN2	0.247	0.431	-0.184	0.000
TP53_GOF	PTPRT	TXNL1	0.172	0.308	-0.137	0.002
TP53_GOF	PTPRT	VSIG10	0.117	0.273	-0.156	0.000
TP53_GOF	PTPRU	SDHD	0.209	0.320	-0.111	0.001
TP53_GOF	PTPRU	TRIM14	0.159	0.285	-0.126	0.000
TP53_GOF	PTRH1	RAB26	0.151	0.303	-0.152	0.000
TP53_GOF	PTRHD1	RNASE2	0.128	0.254	-0.127	0.001
TP53_GOF	PUM2	TMEM69	0.147	0.251	-0.104	0.000
TP53_GOF	PURB	WASHC5	0.140	0.265	-0.125	0.000
TP53_GOF	PVR	SLC46A3	0.151	0.318	-0.167	0.000
TP53_GOF	PVR	SYNPO2L	0.153	0.266	-0.113	0.000
TP53_GOF	PVR	ZNF610	0.140	0.257	-0.117	0.000
TP53_GOF	PVRIG	ZNF330	0.191	0.313	-0.122	0.000
TP53_GOF	PVRIG	ZNF747	0.204	0.310	-0.106	0.001
TP53_GOF	PWP1	RNF6	0.151	0.252	-0.101	0.001
TP53_GOF	PWP1	SIPA1L1	0.118	0.254	-0.136	0.000
TP53_GOF	PWWP2B	STK31	0.190	0.308	-0.118	0.001
TP53_GOF	PXYLP1	UST	0.167	0.280	-0.113	0.000
TP53_GOF	PYCARD	TRMT12	0.178	0.287	-0.109	0.002
TP53_GOF	PYCR2	ZNF107	0.176	0.286	-0.110	0.001
TP53_GOF	PYDC1	SPACA9	0.156	0.276	-0.120	0.001
TP53_GOF	PYGO2	ZSCAN30	0.128	0.252	-0.123	0.000
TP53_GOF	PYROXD1	RRAGC	0.136	0.248	-0.112	0.001
TP53_GOF	PYURF	SSBP1	0.252	0.134	0.118	0.000
TP53_GOF	QDPR	RPUSD1	0.152	0.262	-0.110	0.002
TP53_GOF	QDPR	SLC25A22	0.249	0.350	-0.101	0.000
TP53_GOF	QDPR	TCAF2	0.144	0.258	-0.113	0.000
TP53_GOF	QDPR	UQCC1	0.138	0.259	-0.121	0.002
TP53_GOF	QSOX2	REEP1	0.163	0.288	-0.125	0.000
TP53_GOF	R3HDM2	RBM34	0.147	0.253	-0.107	0.001
TP53_GOF	RAB11A	RAB22A	0.264	0.121	0.143	0.002
TP53_GOF	RAB11A	SRR	0.266	0.160	0.106	0.001
TP53_GOF	RAB11A	TYMP	0.207	0.338	-0.132	0.002
TP53_GOF	RAB11FIP3	SPATS2	0.158	0.268	-0.110	0.002
TP53_GOF	RAB17	SPATA25	0.158	0.266	-0.108	0.000
TP53_GOF	RAB3GAP2	RBIS	0.172	0.277	-0.106	0.002
TP53_GOF	RAB40A	SH3D21	0.157	0.272	-0.114	0.000
TP53_GOF	RAB40AL	RHOXF2B	0.208	0.310	-0.102	0.001
TP53_GOF	RAB40AL	TEDC1	0.245	0.368	-0.123	0.000
TP53_GOF	RAB41	RASSF3	0.159	0.258	-0.100	0.001
TP53_GOF	RAB4A	SALL4	0.213	0.322	-0.109	0.002
TP53_GOF	RAB4A	SFTPC	0.148	0.267	-0.119	0.002
TP53_GOF	RAB4A	ZXDC	0.147	0.252	-0.106	0.002
TP53_GOF	RAB8B	WDR54	0.206	0.332	-0.126	0.000
TP53_GOF	RABGGTB	ZNF835	0.268	0.167	0.100	0.000
TP53_GOF	RAC1	SLC10A2	0.149	0.261	-0.113	0.000
TP53_GOF	RAC1	TXNDC2	0.239	0.347	-0.108	0.000
TP53_GOF	RAC3	TBC1D23	0.147	0.259	-0.112	0.000
TP53_GOF	RAC3	TMCO1	0.204	0.307	-0.103	0.000
TP53_GOF	RAC3	TMEM254	0.147	0.280	-0.133	0.001
TP53_GOF	RACK1	ZNF700	0.159	0.274	-0.115	0.000
TP53_GOF	RAD18	VMO1	0.154	0.271	-0.117	0.000
TP53_GOF	RAD21L1	SALL4	0.159	0.292	-0.133	0.000
TP53_GOF	RAD21L1	SHKBP1	0.226	0.355	-0.129	0.001
TP53_GOF	RAD21L1	ZIC5	0.158	0.265	-0.107	0.001
TP53_GOF	RAD52	S100A7A	0.152	0.282	-0.130	0.001
TP53_GOF	RADIL	TRO	0.171	0.290	-0.120	0.000
TP53_GOF	RALGAPB	RBM15	0.173	0.292	-0.119	0.001
TP53_GOF	RALGAPB	RUNX2	0.139	0.267	-0.128	0.001
TP53_GOF	RALGDS	TRIM15	0.132	0.258	-0.126	0.000
TP53_GOF	RALGPS1	SPATA13	0.145	0.250	-0.105	0.002
TP53_GOF	RALYL	ZNF688	0.132	0.257	-0.125	0.001
TP53_GOF	RAMP3	SLC12A2	0.225	0.331	-0.105	0.000
TP53_GOF	RAMP3	SLC39A11	0.125	0.253	-0.128	0.000
TP53_GOF	RANBP2	RPS18	0.173	0.276	-0.103	0.001
TP53_GOF	RANBP2	UBE2L3	0.152	0.287	-0.135	0.000
TP53_GOF	RAP1A	SALL3	0.150	0.263	-0.113	0.000
TP53_GOF	RAP1B	TAS2R60	0.216	0.334	-0.118	0.001
TP53_GOF	RAP1GDS1	RFC4	0.178	0.278	-0.100	0.000
TP53_GOF	RAP1GDS1	SPDL1	0.237	0.338	-0.100	0.000
TP53_GOF	RAP1GDS1	ZNF880	0.199	0.317	-0.118	0.000
TP53_GOF	RAP2A	RPS6KC1	0.247	0.370	-0.122	0.000
TP53_GOF	RAP2A	SALL4	0.155	0.269	-0.115	0.002
TP53_GOF	RAP2A	SGPP1	0.199	0.341	-0.142	0.000
TP53_GOF	RAP2A	STXBP5	0.164	0.304	-0.140	0.000
TP53_GOF	RAP2B	SWSAP1	0.181	0.296	-0.115	0.000
TP53_GOF	RAP2C	ZSCAN16	0.152	0.256	-0.105	0.000
TP53_GOF	RAPGEF4	STX18	0.128	0.258	-0.130	0.000
TP53_GOF	RAPGEF5	TOMM20L	0.166	0.270	-0.104	0.001
TP53_GOF	RAPGEF5	ZNF234	0.197	0.300	-0.103	0.001
TP53_GOF	RAPH1	ZNF138	0.111	0.249	-0.138	0.000
TP53_GOF	RARB	RGS4	0.165	0.286	-0.121	0.000
TP53_GOF	RARB	SYNJ2BP	0.198	0.306	-0.108	0.001
TP53_GOF	RARRES2	RPTOR	0.286	0.181	0.105	0.001
TP53_GOF	RARS1	ZNF318	0.192	0.293	-0.101	0.000
TP53_GOF	RASSF2	SMU1	0.154	0.254	-0.100	0.002
TP53_GOF	RAVER2	ZNF785	0.171	0.281	-0.110	0.002
TP53_GOF	RAX	TRIM67	0.181	0.309	-0.129	0.001
TP53_GOF	RBAK	TOR1A	0.284	0.183	0.101	0.002
TP53_GOF	RBAK	ZNF519	0.259	0.123	0.136	0.001
TP53_GOF	RBBP6	TLCD5	0.252	0.145	0.106	0.000
TP53_GOF	RBBP8NL	STOX1	0.105	0.268	-0.163	0.000
TP53_GOF	RBM14	RPL28	0.277	0.162	0.115	0.001
TP53_GOF	RBM14	UBAP1	0.232	0.335	-0.103	0.001
TP53_GOF	RBM14	UBTF	0.393	0.291	0.103	0.001
TP53_GOF	RBM18	TAF1A	0.184	0.288	-0.104	0.000
TP53_GOF	RBM18	THOC5	0.151	0.251	-0.100	0.001
TP53_GOF	RBM18	UGT2B7	0.162	0.270	-0.108	0.000
TP53_GOF	RBM19	TICRR	0.120	0.250	-0.130	0.000
TP53_GOF	RBM20	ZNF586	0.186	0.294	-0.108	0.000
TP53_GOF	RBM22	SLC16A5	0.236	0.339	-0.103	0.000
TP53_GOF	RBM34	RNF138	0.233	0.346	-0.113	0.000
TP53_GOF	RBM34	YWHAG	0.161	0.265	-0.104	0.001
TP53_GOF	RBM4	TPBGL	0.118	0.265	-0.147	0.000
TP53_GOF	RBM44	WNT7A	0.166	0.306	-0.140	0.000
TP53_GOF	RC3H2	RIMS3	0.089	0.268	-0.178	0.000
TP53_GOF	RC3H2	ZC3HAV1L	0.182	0.321	-0.139	0.001
TP53_GOF	RCC1	SMARCE1	0.190	0.295	-0.105	0.000
TP53_GOF	RCC1L	SDHD	0.208	0.309	-0.101	0.000
TP53_GOF	RCSD1	TRPV2	0.131	0.259	-0.128	0.000
TP53_GOF	RCVRN	TRIM16L	0.164	0.265	-0.102	0.001
TP53_GOF	RDH12	RIPPLY1	0.161	0.261	-0.100	0.000
TP53_GOF	RDH5	SNX3	0.138	0.261	-0.122	0.000
TP53_GOF	RDH5	ZFAND1	0.182	0.297	-0.115	0.002
TP53_GOF	REC8	SPACA9	0.151	0.252	-0.101	0.000
TP53_GOF	REEP1	SLC2A12	0.167	0.284	-0.117	0.000
TP53_GOF	REEP2	TWF1	0.167	0.278	-0.112	0.000
TP53_GOF	REEP6	VGF	0.160	0.283	-0.123	0.002
TP53_GOF	REEP6	ZDHHC2	0.168	0.309	-0.141	0.001
TP53_GOF	RELA	RNF31	0.292	0.169	0.123	0.000
TP53_GOF	RELA	SLC22A5	0.164	0.273	-0.109	0.000
TP53_GOF	RELL2	SPACA9	0.243	0.345	-0.102	0.002
TP53_GOF	RELL2	TBRG1	0.232	0.332	-0.100	0.001
TP53_GOF	RELL2	TGOLN2	0.149	0.252	-0.103	0.001
TP53_GOF	RELL2	VCPKMT	0.298	0.400	-0.102	0.002
TP53_GOF	RELT	SLC22A5	0.223	0.335	-0.112	0.000
TP53_GOF	RELT	UHRF1BP1	0.150	0.284	-0.134	0.000
TP53_GOF	RERE	TRPV2	0.158	0.273	-0.115	0.000
TP53_GOF	RESP18	SFTPA1	0.192	0.300	-0.107	0.001
TP53_GOF	RESP18	WDR86	0.212	0.322	-0.109	0.000
TP53_GOF	REST	TGIF2LX	0.260	0.147	0.113	0.000
TP53_GOF	REST	TMEM9B	0.230	0.335	-0.105	0.001
TP53_GOF	RETNLB	SEMA3G	0.150	0.260	-0.109	0.000
TP53_GOF	RETREG2	SUPT20H	0.183	0.289	-0.105	0.001
TP53_GOF	RETREG2	TKFC	0.192	0.299	-0.107	0.001
TP53_GOF	RETREG2	TMEM154	0.259	0.368	-0.110	0.001
TP53_GOF	REV1	RIF1	0.170	0.284	-0.114	0.000
TP53_GOF	REV1	TBC1D28	0.259	0.365	-0.105	0.000
TP53_GOF	REV1	TICRR	0.143	0.250	-0.108	0.001
TP53_GOF	RFC4	UBA2	0.278	0.162	0.116	0.000
TP53_GOF	RFC5	SH3RF2	0.258	0.152	0.106	0.001
TP53_GOF	RFC5	TMEM14C	0.391	0.282	0.109	0.000
TP53_GOF	RFC5	ZC3H4	0.236	0.336	-0.100	0.000
TP53_GOF	RFESD	TIAF1	0.124	0.248	-0.124	0.001
TP53_GOF	RFESD	XKR9	0.129	0.256	-0.128	0.000
TP53_GOF	RFPL4AL1	SPAG5	0.167	0.277	-0.110	0.000
TP53_GOF	RFPL4AL1	TECRL	0.197	0.308	-0.111	0.000
TP53_GOF	RFPL4AL1	ZNF208	0.151	0.259	-0.109	0.001
TP53_GOF	RFX1	SPRY4	0.156	0.259	-0.104	0.002
TP53_GOF	RFX3	ZNF326	0.135	0.249	-0.114	0.001
TP53_GOF	RFX3	ZSCAN23	0.258	0.137	0.121	0.000
TP53_GOF	RFXANK	RPS6KC1	0.121	0.251	-0.131	0.001
TP53_GOF	RFXANK	SNX32	0.164	0.274	-0.110	0.001
TP53_GOF	RGL3	TPRA1	0.184	0.291	-0.108	0.000
TP53_GOF	RGL3	VPS52	0.157	0.272	-0.115	0.000
TP53_GOF	RGL3	ZNF497	0.145	0.262	-0.117	0.000
TP53_GOF	RGPD1	ZNF823	0.236	0.338	-0.101	0.002
TP53_GOF	RGS16	TP53BP1	0.153	0.255	-0.102	0.000
TP53_GOF	RGS17	SNRPG	0.164	0.272	-0.108	0.002
TP53_GOF	RGS2	SLC22A2	0.189	0.304	-0.115	0.000
TP53_GOF	RGS7BP	ZBBX	0.100	0.250	-0.150	0.000
TP53_GOF	RHBDF1	TMEM38A	0.147	0.265	-0.118	0.001
TP53_GOF	RHBDF2	SLC25A25	0.179	0.288	-0.109	0.000
TP53_GOF	RHBDF2	SLC35G5	0.153	0.258	-0.104	0.002
TP53_GOF	RHBDL1	RNF181	0.186	0.292	-0.106	0.000
TP53_GOF	RHBDL1	SUCLG1	0.142	0.252	-0.110	0.002
TP53_GOF	RHBDL1	WBP1	0.143	0.265	-0.122	0.001
TP53_GOF	RHCG	RPL5	0.155	0.262	-0.108	0.002
TP53_GOF	RHEB	TP53RK	0.165	0.275	-0.110	0.001
TP53_GOF	RHEB	ZNF318	0.176	0.282	-0.106	0.001
TP53_GOF	RHEB	ZNF585B	0.165	0.278	-0.112	0.000
TP53_GOF	RHEX	ZFP37	0.152	0.259	-0.107	0.001
TP53_GOF	RHOF	TRAPPC10	0.176	0.320	-0.144	0.000
TP53_GOF	RHOJ	RXRG	0.147	0.253	-0.106	0.001
TP53_GOF	RHOQ	TMEM254	0.228	0.347	-0.119	0.000
TP53_GOF	RHOQ	VAPB	0.241	0.351	-0.110	0.000
TP53_GOF	RHOQ	ZNF750	0.155	0.279	-0.124	0.000
TP53_GOF	RHOXF2B	SYT5	0.159	0.274	-0.114	0.000
TP53_GOF	RHPN2	TRAPPC9	0.121	0.252	-0.131	0.002
TP53_GOF	RIBC1	ZZEF1	0.149	0.252	-0.104	0.000
TP53_GOF	RIF1	SSB	0.193	0.297	-0.103	0.001
TP53_GOF	RIF1	TIMM9	0.240	0.342	-0.103	0.000
TP53_GOF	RIF1	TMEM199	0.155	0.256	-0.101	0.001
TP53_GOF	RIF1	ZBTB2	0.162	0.264	-0.102	0.000
TP53_GOF	RIF1	ZNF546	0.162	0.274	-0.112	0.001
